#
# brao wordlist is created based on:
# https://docs.google.com/spreadsheets/d/1DTnc1jc-DTm93zkIReCkEJ2bd1RHJfxEkY2qsNKThJE/edit#gid=1640411150
#
# This is an example tab-separated wordlist file that can be edited in a spreadsheet
# program or regenerated from a wordlist tool. See lexical model documentation at 
# https://help.keyman.com/developer/ for tools.
#
#
ក
កំប៊ូ
កំប៊ូក្រាយ
កបូច
កបូចដង់អាវ
កំប៊ូឈ្រី
កប៊ូត
កប៊ូតជ្រូ
កំប៉ូបត្រិច
កំបូរ
កប៉ូវ
កបូវដា
កបៃ
កំប្រក់
កំប្រង់ប្រ
កប្រ៉ា
កំប្រាគ់
កំប៉្រិញ
កំប្រឹន
កំប្រូមរ៉ូមផវ
កំប្ល
កំប៊្លុយ
កំប្លូនប្លាន
កំប្លើង
កំប្លៀត
កំប្លៀតក្រៀវ
កំផែងណា
កពឺះ
កពុរឆណារ
កពុរទ្រិង
កពូះ
កពូះដាកហាយឆ្រាយដាកម៉ាត់
កពូន
កពែត
កព្រឹក
កព្រុយ
កភូយទិះ
កម
កម៉
កម៉ង
កម៉ង់
កម៉ប៊ឹងងឺរ
កមប្រិញ
កម៉ប៊្លីអែ
កម៉ពន់ដើម
កម៉មាំង
កម៉លៃ
កម៉លៃមាំង
កម៉ហឹងឺរ
កម៉អន់ទុន់
កម៉អិន
កម៉ាន់
កម៉ាន់ចូវ
កម៉ានតាង
កម៉ាប់
កម៉ាយ
កម៉ាវ
កម៉ាវយួរ
កមឹម
កមឺគ
កយ
កយ៉ះ
កយ៉ក់
កយ៉ង
កយ៉ងប៊ីរ
កយ៉វទិះ
កយ៉ាក
កយ៉ាគ់
កយ៉ាត់
កយ៉ិ
កយ៉ិទឺ
កយឹក
កយឺវ
កយឺវអុកស៊ីសែន
កយ៉ុះ
កយ៉ុះប៊ិះ
កយ៉ូវ
កយួច
កយ៉ើង
កយៀះ
កយែប
កយ៉ោះ
ករ
ករ៉ូ
កលិវ
កលី
កលីះ
កលីះកួន
កលីះតាក់
កលួ
កលែ
កលែដង់
កលែវ
កវ
កវ៉ក់
កវាំង
កវ៉ាង
កវ៉ាយ
កវ៉ារ
កវិត
កវូគ
កវួត
កវៀត
កវ៉ោះ
កឞង
កឞ៉ង
កំឞាំង
កឞិច
កឞុ
កសំ
កសងប្រិះ
កសង​ឡង
កសំច្រង់
កសប
កសាង
កសាំង
កសាត់
កសាម
កសារ
កស៊ិក
កស៊ិរ
កស៊ី
កស៊ីវ
កស៊ុះ
កស៊ុត
កស៊ូ
កសូប
កសូម
កសូមក្លាំង
កសូរ
កសួយ
កសៀរ
កសៀវ
កស៊ែងឌុង
កស៊ែម
កស៊ែមដាក
កហាំងកហើប
កហារ
កហឹង
កហួយ
កហើង
កហ៊ែត
កឡ
កឡះ
កឡក
កឡក់អើយ
កឡង់
កឡង់ត្រចាក
កឡងម៉ាត
កឡង់សៀរ
កឡដន់ដុ
កឡា
កឡាំ
កឡាក់
កឡាកឍី
កឡាកាត់សក់
កឡាក្រជែតក្រណោះ
កឡាក្រសៀកលៀន
កឡាខក់
កឡាខឹតតែង
កឡាគូះហូប
កំឡាំង
កំឡាំងស៊្រុក
កឡាច្រៀង
កឡាឆឈិង
កឡាឆនិ
កឡាឆឡាំង
កឡាឈូនប្រម៉ាង
កឡាឈូនសំប៊ុត
កឡាញ៉ាមឃុគ
កឡាតប៉ាត់អុយ
កឡាតាត់កឍីលុង
កឡាថតកុន
កឡាទិតត
កឡាប៉ិញស្រាវឌិវ
កឡាប៊ុះណំ
កឡាបូរពន់ត្រ
កឡាបើម
កឡាបើមកាន
កឡាបើមមឺរណា
កឡាប្រឝ៉ាប់
កឡាផង
កឡាពដៃ
កឡាពឌែរ
កឡាពតិះពរ៉ែ
កឡាពន់ទ្រូង
កឡាពឝ្រ៉ឹត
កឡាពស៊ុក
កឡាពែកប៉ាគ់
កឡាព្រតូវ
កឡាព្រឝាប់
កឡារន់ដាប់សួន
កឡាអាំកយ៉ិអគ
កឡាអ្រណោះ
កឡិង
កឡិញ
កឡិលដង់
កឡឹ
កឡឹះ
កឡូ
កឡូយ
កឡូវ
កឡូវដាំង
កឡួច
កឡើ
កំឡៃ
កអក់
កអគ់
កអវ
កអាក
កអាកមាំង
កអឹះធឺង
កអឹរ់
កអ៊ែក
កា
កាំ
កាះ
កាកឌុង
កាក់សិកាំ
កាគ់
កាង
កាំង
កាងដាក
កាញ
កាត់
កាត់ក្លងពធែត
កាត់ផញ៉ាត
កាតម៉ាត់
កាត់យ៉ាត់
កាត្រយ៉ាក
កាន
កាន់
កានខក់ណាំ
កានខូចណាច
កានង៉ាន
កានចាគ់
កានឆង៉ាត់
កានដាវឡាំង
កានតង៉ា
កានតណែង
កាន់តារប៉ប៉ូច
កានត្រហាយ
កានត្រុងត្រ
កានទឹងត្រ
កានធុកញ៉ាក
កានពង់ខាប់
កានពប៉ច
កានពែកប៉ាគ់
កានព្រឆាង់
កានព្រតឹះ
កានព្រតូវ
កានយ៉ាកសា
កានវៀក
កានវៀកៗ
កានឡើកើត
កានអត់ថុន
កាប
កាប់
កាបៗ
កាប់ៗ
កាប់ក្រៀម
កាបអ៊ឺ
កាប្រឡាគ់
កាព្រឡាគ់
កាយ
កាយអង់កាយ
ការ
ការ៉ាវ៉ាត
កាលៀន
កាវ
កាវហឹត្រិច
កាវអរ៉ង
កាសែត
កាសែតពឹម
កាហរូម
កាហ្រម៉ៃ
កិ
កិៗ
កិះ
កិះក្រលៀង
កិះឆនិង
កិប
កិបក្រលៀង
កិរៗ
កិវ
កិះសនូះ
កី
កីក្រស៊ឹប
កីឡា
កុ
កុកវ៉ាក់
កុកាគ់
កុកាគ់កួញ
កុង
កុងកឺក្រលឺក្រឡា
កុងសត់ទើ
កុចកូច
កុញច្រកុញ
កុន
កុប
កុបកូប
កុំរូ
កូ
កូះ
កូក
កូក​កាក
កូកា
កូចអង់កូច
កូយ៉ល
កូរ
កូលកាល
កូវ
កូឡាប
កួញ
កួត
កួន
កួនកជែ
កួនកលី
កួនចក់ម៉ាង
កួនចូវ
កួនចៀង
កួនដុក
កួនតហាន
កួនមីរ
កួនលៀង
កួនវ៉ាន់
កួនឡង់
កួនអន់សូច
កួយ
កួយអងកួយហឡាប
កើក
កើច
កើត
កើតឌឹក
កើបខ្លុ
កើបចន់ដើត
កើបប៉ិ
កើបសន់ដ្រាត់
កើបស៊ុប
កើយ
កើយៗ
កើវ
កៀងទី
កៀងលួញ
កៀត
កៀន
កៀវ
កែខៃ
កែមង៉ក់ង៉ក់
កែវពិច
កោះ
កោះបាត់
ក្បឿង
ក្រះ
ក្រះៗ
ក្រកង
ក្រកោះ
ក្រគូត
ក្រង់
ក្រង់ក្រៀត
ក្រងឹត
ក្រងឹតស្រូក
ក្រងុញ
ក្រចះចង
ក្រចិ
ក្រចៀប
ក្រឆះឆាំង
ក្រឆោះឆូវ
ក្រឆោះឆៅ
ក្រជឹក
ក្រជូញ
ក្រជែងសាង
ក្រជែត
ក្រឈឺះ
ក្រឈឺះប៊្រី
ក្រញ៉ិ
ក្រញ៉ីង
ក្រញ៉ូវ
ក្រដះ
ក្រដល
ក្រដាក់ចូមឆនិ
ក្រដាក់ឈូតបួរ
ក្រដាគ់
ក្រដាគ់កប៉ូវ
ក្រដាគ់ច្រណូម
ក្រដាគ់ឆ្រនូត
ក្រដាង
ក្រដាវ
ក្រដូង
ក្រដោះ
ក្រឌឺវឌឹក
ក្រឌុ
ក្រឌុច
ក្រឌូប
ក្រណច
ក្រណាប់
ក្រត
ក្រតុង
ក្រតៀង
ក្រនូ
ក្រនៀះ
ក្របក់អ៊ឺន
ក្រប៉ាះ
ក្រប៉ាល់
ក្រប៊ឺ
ក្រប៊ុយ
ក្រប៉ូះ
ក្រប៊ូ
ក្របែល
ក្រប៉ោះ
ក្រប៉ោះសារ
ក្រពឺ
ក្រពឺប៊្រី
ក្រមតហាន
ក្រម៉ម
ក្រម៉ាត
ក្រមួន​​​​​​​កួន
ក្រយ៉ង
ក្រយ៉ាគ់
ក្រយ៉ាត់
ក្រលីង
ក្រលឹប
ក្រលឺង
ក្រលួច
ក្រលៀង
ក្រលៀត
ក្រលៀតអ៊ុញកង់
ក្រលែង
ក្រវីវ
ក្រវៀន
ក្រសាច
ក្រសាត់ក្រសវ
ក្រសិញ
ក្រស៊ឹប
ក្រស៊ូ
ក្រសៀក
ក្រសៀត
ក្រហិល
ក្រំហ៊ុន
ក្រហូ
ក្រហ៉ូ
ក្រហូញែត
ក្រហ៊ូយ
ក្រឡះ
ក្រឡក់លៀន
ក្រឡា
ក្រឡាត
ក្រឡាប់
ក្រឡាវ
ក្រឡាវបាត់
ក្រឡឹល
ក្រឡុះ
ក្រឡុក
ក្រឡោះ
ក្រអ៊ឹះអ៊ុញ
ក្រាំ
ក្រាំៗ
ក្រាក
ក្រាក់ៗបាក់ៗ
ក្រាគ់
ក្រាគ់ៗ
ក្រាគ់ឡៃ
ក្រាំង
ក្រាន
ក្រាន់
ក្រាប់
ក្រាយ
ក្រាវ
ក្រិញ
ក្រឹប
ក្រឹបក្រើប
ក្រុ
ក្រុបៗ
ក្រុមប៉ាគ់
ក្រុមពឝើត
ក្រូចសើច
ក្រូម
ក្រូយ
ក្រួត
ក្រួយ
ក្រើះ
ក្រើយ
ក្រើយអន់ដូង
ក្រៀងដាក
ក្រៀងត្រិញ
ក្រៀន
ក្រៀវ
ក្រោះ
ក្លះ
ក្ល
ក្លក់
ក្លគ់
ក្លង
ក្លង់
ក្លតើម
ក្លម
ក្លា
ក្លាំ
ក្លាក
ក្លាកកណូម
ក្លាក​កយ៉ិ
ក្លាកចន់ដៀង
ក្លាកច្រនៀន
ក្លាកជុច
ក្លាកព្លុន
ក្លាកវៀត
ក្លាកអៀរ
ក្លាង
ក្លាងក្លង់ក្លៀវ
ក្លាងគុរ
ក្លាងង៉ក
ក្លាងធីធឹត
ក្លាងរំ
ក្លាងរ៉ាស៊្រុក
ក្លាងរីច
ក្លាង​រ៉ូង
ក្លាងហ្រឌឹម
ក្លាញ
ក្លាត
ក្លាន
ក្លាន់
ក្លាប
ក្លាយ
ក្លាវ
ក្លិះ
ក្លឹះ
ក្ល៉ឹល
ក្លុះ
ក្លូះ
ក្លួត
ក្លើច
ក្លើចឡើយ
ក្លើចអ៊ឺម
ក្លើម
ក្លើមគ្លីម
ក្លើមតម៉
ក្លើមទិះ
ក្លើមប៊ិះ
ក្លើមឝ៉ិះង៉ឹល
ក្លើម​​សើម
ក្លៀក
ក្លៀង
ក្លៀប
ក្លៀវ
ក្លែះ
ក្អែបតុ
ខ
ខំ
ខក
ខក់
ខក់អង់ខក់
ខំក្លង
ខគ់
ខគ់ណាំ
ខំឃឹត
ខង
ខងកាង
ខងកាប់
ខណរ
ខណាត
ខណាតខណាំ
ខណុំ
ខណុំអង់គុង
ខនឹត
ខនឹតឃឹតខម
ខនឹតត្រ
ខនួ
ខនៀន
ខំពន់ដ្រើង
ខម៉ូយ
ខមែន
ខំម៉ៃ
ខយ
ខយៗ
ខរ
ខរ៉ប់
ខរ៉ុប
ខរុប់ណាប់ធឺ
ខវាះផាម
ខវីនអាង
ខឡា
ខា
ខាំ
ខាក
ខាក់
ខាឃុន
ខាត
ខាត់
ខាត់ហាម
ខាន់
ខាន់កន់ក្រូម
ខាយ
ខាយតហាន
ខារ
ខារ់
ខាវ
ខាំឡាំង
ខិច
ខិញ
ខិម
ខិមខាត់
ខឹតអង់ខឹត
ខុតលៀវ
ខុបខួ
ខូ
ខូកឞូយ
ខូង
ខូចណាច
ខូប៉ាគ់អាវ
ខូប៉ិ
ខូពុន
ខូភែ
ខូម
ខូមឡាន
ខូរ៉ុប
ខូវភែ
ខូសាលីត
ខូអាវ
ខួជឺន
ខួរ
ខើក
ខើកខាម
ខើយ
ខឿង
ខឿងខង
ខឿងចណា
ខឿងចណិះ
ខឿងប្រណឹតរួយ
ខឿងផនិត
ខឿងពន់ដ្រើ
ខឿងមែង៉ាយ
ខឿងសមុត
ខឿងអ្រណោះហ្រកាគ់
ខៀង
ខៀតសាំង
ខៀន
ខៀនច្រាក់
ខៀនជុ
ខៀរ
ខៀវ
ខៀវៗ
ខៃ
ខៃកដាំ
ខៃកប៉ឹះ
ខៃកវួន
ខៃកអ៊ឺរ
ខៃណូវ
ខៃបនូយ
ខៃប៊ឹងងឺរ
ខៃពន់ដើម
ខៃពឺរចន់ទី
ខៃព្រណឹះ
ខៃព្លូង
ខៃមាក
ខៃរាវ
ខៃលៃដនួយ
ខៃលៃដមាំង
ខៃវឹង
ខៃសាត
ខៃស្រៀង
ខៃហឹងឺរ
ខៃអណក
ខៃអណគ
ខៃអន់ទុន់
ខៃអំមឺ
ខៃអឹះ
ខ្លែខ្លាយ
គគ្រឺច
គគ្រឺចចៃររៃទូះ
គដាគ់
គណិតវិចៀ
គនៀកណៃ
គិចច
គិប
គីត
គីតចិះ
គីតចិប
គីតឆ្រូង
គីតឈ្រូក
គីតដត់ដត់
គីតឌូត
គីតតម៉
គីតត្រិញ
គីតត្រូកត្រាក
គីតទិត
គីតបាត់
គីតវ៉ាក
គីតស៊ែវ
គីតហន់នូះ
គីតហាវ​ឡង
គីតអង់គុងព្លូយ
គីតអ៊ឺង
គីប
គីមីវិចៀ
គីឡាក៏
គឹះ
គឹន
គឹនកំប្រៃច្រៃកនុង
គឹនអង់គឹន
គឺង
គឺត
គឺន
គុះ
គុំ
គុក
គុន
គុម
គុយអង់កួយ
គុរ
គុរឆ្រលឹង
គូ
គូះ
គូខៀង
គូគូម
គូត
គូម
គូរ
គូរខណាំ
គូលី
គូលីឌូក
គើត
គៀងសក់ម៉ូង
គៀនប្រណើម
គែកមូយអំពឺចាក់
គែកូ
គែង
គែងអង់គែង
គែត
គែតញិវ
គែតពតាង
គែតវិត
គែន
គែម
គែវ
គែវសង
គ្រង៉ឹត
គ្រងុញ
គ្រិ
គ្រិះ
គ្រីល
គ្រឹក
គ្រឹប
គ្រឹម
គ្រឺម
គ្រុ
គ្រុៗ
គ្រូះ
គ្រូង
គ្រូច
គ្រូចខវិច
គ្រែ
គ្រែង
គ្រែងម៉ាត់
គ្រែដិះ
គ្រែដៃ
គ្រែដៃយែស៊ូ
គ្រែប
គ្លីះ
គ្លីះក្លើម
គ្លីត
គ្លីម
គ្លឹប
គ្លឺ
គ្លឺឆ្រាង
គ្លឺជែម
គ្លឺត្រសើយ
គ្លឺទុកប៊ូះ
គ្លឺយ
គ្លឺរែង
គ្លូក
គ្លូង
គ្លែះ
គ្លែង
គ្លែត
គ្លែតៗ
គ្លែនៗ
ឃិតដូវ
ឃិវ
ឃីក
ឃីតតាក់
ឃីម
ឃីមៀង
ឃឹក
ឃឹង
ឃឹត
ឃឹតឃូ
ឃឹតឆឈែក
ឃឹតឆ្រឡិ
ឃឹតតៃញឺះ
ឃឹប
ឃឺ
ឃុ
ឃុំ
ឃុក
ឃុញ
ឃុត
ឃុរឋឹត
ឃុំអ៊ិច
ឃូ
ឃូត
ឃូតកយឺវ
ឃូយ
ឃូយអុង
ឃូយអ៊ុង
ឃូឞា
ឃូសនា
ឃែង
ឃែត
ឃែវ
ឃ្លី
ឃ្លៀ
ងំ
ងង៉ឹរ
ង៉ត
ង៉ាះ
ង៉ាយ
ង៉ារ
ង៉ាវ
ង៉ិះ
ង៉ិច
ង៉ិះជុង
ង៉ិញៗ
ង៉ីងអង់ង៉ីង
ង៉ឹះៗ
ងឹប
ង៉ឹល
ងឺរ
ងុកហងុក
ងុញ
ងុញណោះ
ងុញបើម
ង៉ុយលង៉ូយ
ងុរ
ងុរងម
ង៉ូក
ង៉ូម
ង៉ើ
ង៉ើង
ង៉ើយ
ងៀរអង់ងៀរ
ងែង
ង៉ែង
ងែងង៉ូង
ងែរ
ច
ចំ
ចះ
ចះៗ
ចក
ចក់
ចកះ
ចក់ពញឺះ
ចក់ម៉ច
ចកាំង(អវ)
ចគោះ
ចង
ចង់
ចង់ចា
ចង់ដ្រិះ
ចង់តង៉ៃ
ចង់ពួរកក
ចង់ឝួរ
ចង់ឝ៉ោះ
ចង់ហ
ចង់ហៀង
ចង់អំបឹ
ចង់អូត
ចង៉ាយ
ចចា
ចចាំ
ច​ចាត់
ចះចាល
ចចិះ
ចចិញមម៉ើ
ចជឺ
ចជុត
ចជុតពឹង
ចជែ
ចជែដាវ
ចជែប៉ា្រច
ចជែមម៉ាង
ចដង
ចដា
ចដាក់
ចដុក
ចឍូះ
ចណ
ចណក់
ចណង
ចណង់
ចណង់ចណា
ចណយ
ចណា
ចណាំ
ចណាំឆនិ
ចណាបតៃ
ចណាយ
ចណារ់
ចណារ់ងឺរ
ចណាវ
ចណុងចណាគ់
ចណោះ
ចត
ចតប្រទិត
ចតិះ
ចទិវ
ចទុ
ចន់ជ្រឹប
ចន់ដារ់
ចន់ដាវ
ចន់ដាវដៀក
ចន់ដិច
ចន់ដុប
ចន់ដូវ
ចន់ដើត
ចន់​ដើរ
ចន់ដ្រះ
ចន់ដ្រក
ចន់ដ្រក់
ចន់ដ្រា
ចន់ដ្រាង
ចន់ដ្រាពឝើត
ចន់ដ្រុក
ចន់ដ្រៀង
ចន់ដ្រៀវ
ចន់ឌិក
ចន់ឌូ
ចន់ឌ្រុះ
ចន់ឌ្រូះចន់ដ្រុប
ចន់ឌ្រូម
ចន់តង
ចន់តងសក់
ចន់តុប
ចន់ទុះ
ចនិះ
ចនិះកដៀត
ចនិះចាគ់
ចនិះចាគ់ដាវ
ចនិះជុ
ចនិះតៃចាគ់
ចនិះតៃស៊ុក
ចនិះបារ
ចនិះរំប៊ិះ
ចនិះឝម៉ៃ
ចនិះឝ្លីម
ចនិះស៊ីត
ចនិះហន់ដើម
ចនិអង់ហឺត
ចនីរ
ចនឹង
ចនឺ
ចនុចតប៉ាត់
ចនុតង់ឝាន
ចនៀង
ចនៀត
ចនៀម
ចនែរ
ចនែវ
ចប
ចំបាះ
ចំបាយ
ចំប៊ុះ
ចំបួយ
ចំប៊ួយចន់ដ្រឺះ
ចំបៀះ
ចំបៀះប្រម៉ាង
ចប៊្រី
ចំប៊្រុ
ចំប៊្រូង
ចប្រូច
ចំប្រួច
ចំប្លើងត្រិច
ចពីរ
ចពឹ
ចំព្លៀង
ចម
ចម៉ក់ណូង
ចម៉ា
ចម៉ាះប៉ារ
ចរ
ចរព្រតយ
ចលី
ចលៀះ
ចលែងប៉ារ់
ចវ៉ាក់
ចវ៉ាន់
ចវីះ
ចវួត
ចវែវ
ចឝ៉ះ
ចឝ៉ាះ
ចឝ៉ាយ
ចឝ៉ូវ
ចឝ៉ូវងង៉ឹរ
ចឝ៉ូឞឡង
ចឝ្រែះ
ចឝ៉្រោះ
ចឞាប់
ចហូប
ចឡ
ចឡិះ
ចអ
ចអន់ច
ចអាប
ចអាវ
ចអាវក្រជឹក
ចអាវផម៉ាត
ចំអ៊ីល
ចអើយ
ចាំ
ចា
ចាក់
ចាក់កឡឹ
ចាក់ចៀរ
ចាក់​ចៀរ
ចាំកជែត
ចាក់ដៃ
ចាក់តកូនពនៀយកែង
ចាកបាត់
ចាះកយ៉ក់
ចាំកយឹក
ចាំកយ៉ឹក
ចាំក្រាគ់
ចាគ់
ចាគ់ដាវ
ចាគ់តកូនកែង
ចាគ់ទុតខាក់
ចាគ់រំបើង
ចាគ់លួង
ចាង
ចាំង
ចាំឌឹក
ចាត់
ចាត់ចង់
ចាត់ជែង
ចាត់តាំង
ចាំទិះ
ចាន
ចាន់
ចានហាន
ចាប
ចាប់
ចាប់ម៉ាគ់
ចាប់មឹង
ចាបាត់
ចាម
ចាម្លូម៉ាក
ចាយ​​រាំង
ចារ
ចារ៉ាច
ចារើះ
ចាល់
ចាវ
ចិះ
ចិចដាកហាយ
ចិញ
ចិប
ចិះប្រាក
ចិវជ្រែវ
ចិះសាលី
ចឹះ
ចឹត
ចឹន
ចឹមចើម
ចឹលហ្រឹរវ៉ឹល
ចុ
ចុះ
ចុក
ចុកហូក
ចុត
ចុតម៉ាត់
ចុប
ចូជែ
ចូះតបាត់
ចូន
ចូម
ចូរ
ចូវ
ចូវចិច
ចួត
ចួន
ចួយ
ចួលុប
ចើះ
ចើក
ចើះចាក់
ចើម
ចើមៗ
ចើយ
ចៀ
ចៀក
ចៀខឹតលៀន
ចៀង
ចៀត
ចៀត្រាក
ចៀន
ចៀម
ចៀមបូញ
ចែញ់កួន
ចៃ
ចោទិយកថា
ចោះអន់ចិញ
ច្រះ
ច្រក
ច្រកង់គែះ
ច្រកាង
ច្រកាត
ច្រង់
ច្រង់រៀង
ច្រងៀត
ច្រជូល
ច្រណងច្រណា
ច្រណង់ច្រណា
ច្រណន់
ច្រណាងឝ្ល៉ាង
ច្រណាប់
ច្រណូម
ច្រណើះ
ច្រនឹង
ច្រនុតពឹង
ច្រនូម
ច្រនូល
ច្រនៀង
ច្រប៉ិះ
ច្របួយ
ច្រភុយ
ច្រម៉ាន
ច្រមួន
ច្រម៉ើះចើះ
ច្រមៀវ
ច្រលិង
ច្រលឹះ
ច្រលឺម
ច្រលូម
ច្រលូមទូះ
ច្រលៀត
ច្រលែក
ច្រវ៉ា
ច្រវ៉ាក
ច្រវ៉ាក់អង់ឝ៉ាង
ច្រវ៉ាឌូក
ច្រវ៉ាយ
ច្រឝ៉ា
ច្រហ៊ូ
ច្រហូង
ច្រហើវ
ច្រហៀង
ច្រហោះ
ច្រឡះ
ច្រឡាះ
ច្រឡាក់
ច្រឡាត
ច្រឡិច
ច្រឡូមទូះ
ច្រឡោះ
ច្រឡោះប្លច
ច្រអ៊ាំង
ច្រអៀះ
ច្រអៀះ​អាំង
ច្រាំ
ច្រាះ
ច្រា
ច្រាង
ច្រាំង
ច្រាត់
ច្រាវពឹង
ច្រាវមួះ
ច្រិះ
ច្រិងច្រៀង
ច្រុក
ច្រុះច្រូង
ច្រូះ
ច្រូម
ច្រើះ
ច្រើន
ច្រៀក
ច្រែ
ច្រៃ
ច្រោះ
ច្រោះអន់ជ្រួល
ឆះ
ឆក់
ឆង
ឆង់រឹឆង់រឹញ
ឆងវ៉ម
ឆងសៀរ
ឆង់ហៀងប្រម៉ាង
ឆង់អន់ឆ្រង
ឆង៉ាគ់
ឆង៉ាត់
ឆងុរ
ឆឆះ
ឆឆាង
ឆឆិកលឡិក
ឆឆឹះ
ឆឈិម
ឆឈឹរ
ឆឈុះ
ឆឈុយ
ឆឈូត
ឆឈូន
ឆឈែក
ឆណង់
ឆណាង
ឆណាង​ហរឺយ
ឆណាន់
ឆណុក
ឆន
ឆនិ
ឆនិកុងចាក់
ឆនិង
ឆនិដាកអន់ណូមអង់ង៉ាម
ឆនិប៉ាលក្លើម
ឆនិបើមញឺះ
ឆនិពឌូរព្លុង
ឆនិវ៉ិតចកាប់
ឆនិវឺញ
ឆនិឝ្រុនដុ
ឆនិអ៊ែត
ឆនឹម
ឆនុំ
ឆនូម
ឆប
ឆម៉ិច
ឆមិវ
ឆម៉ឹះ
ឆមឹត
ឆមឺ
ឆមឺឆាង
ឆមឺផូមនិវ
ឆមឺព្រនឹត
ឆមឺហង
ឆមឺឡាត
