
aã
bo	5
bôbiyo
bobokti
bôbolti
bôbori
bôbu
bôbudi
bôbunir
bôbunum
bôbuyi
bôbuyintu
bôbuyo
boci
bocintu
bodi
bodu	10
bôfu
bogo
bogolji
bôgollou
bôgu
bôhu
bojo
boki
bokintu
boko
bokti
bôli	6
bolo
bôlogi
bôlogu
bololo
bôloŋkoi
bôltu
bôltuboltu
bôlu
bombom
bômus
bonir
bonnir
bontir
bontum
bônu
bonum
boŋgo
boŋir
boŋkir
boŋkum
boŋo
boŋum
bôri
bôridi
bôrinir
bôriyi
bôriyintu
borko
bôrku
bôrkudi
bôrnus
boro
bôru
bosarci
bosarcintu
bosarti
bošii
bosu
boti
boto
bôtu
bôu
boyi
boyintu
bozondo
brazi
bu	15
bûbudi
bûbunir
bûbuntir
bûbuntum
bûbunum
bûburti
bûbuyi
bûbuyintu
Bûdaa
budadi
bûdi
budi	15
budo
bûdu
budu	20
bûgi
bûgu
bûgudi	6
bugune
bûgur	4
bûguredi
bûguri
bûguro
bûguze
bûku
bulama
bûlci
bûlcintu
bûlei
bûlo
bûltaŋa
bûlti
bûltum
bûltur
bûlturum
bûlubulu
bulum
bûlum
bûlum-baza
bûlur
bûniye
bûniyo
bûntum
bûntur
bûnum
bûnur
bunuu
bura
buradi
buranir
burantir
burantum
buranum
burayi
burayintu
bûrci
bûrcintu
bûrdir
bûrjik
buromci
buromcintu
burommum
burommur
buromti
burru
bûrru
bûrrum
bursa	2
bursadi
bursanir
bursantir
bursantum
bursanum
bursare
bursayi
bursayintu
bursu	3
bûrti
bûrtir
bûrtu
burtum
bûrtum
burtur
burtutum
burtutur
bûru
buru	30
bûruburu
burudi
bûruguu
burunir
burunum
buruwadi
buruwe	5
buruyi
buruyintu
busar
buši
bûši
bûšintu
bûssi
bûssire
bussu	4
bûsu
bûtou
butu
bûyi
bûyintu
buzu	4
caana
cabalci
cabalcintu
caballir
caballum
cabalti
cabu
cacalti
cacapcine
cacapti
cacau
Cad	20
ca-êzi
cafuna	7
cagammum
cagammur
cagampum
cagampur
cagapci
cagapcintu
cagapti
cagini
cagire
cahuna	4
cak
cakamti
caki	5
cakidi
cakinir
cakintir
cakintu	4
cakintum
cakinum
cakiyi
cakiyintu
cakti
calacalai
calai
calam
calci
calcintu
callamum
callamur
callapci
callapcintu
callapti
callir
callum
calti
cammum
cammur
campum
campur
canara
caŋai
caŋir	4
caŋkir
caŋkum
caŋum	5
capci
capcintu
capiri
capti
carku	5
carti
casii
casir
casum
catu	8
cau	4
cau	5
caya
cayadi
cayanir
cayantum
cayanum
cayayi
cayayintu
cayntir
cêdi
cêdu
ceerni
cege
cegedi
cêgeni
cegenir
cegenum
cegeyi
cegeyintu
cêi
ceke
cekedi
cekenir
cekentir
cekentum
cekenum
cekeyi
cekeyintu
celedi
cêlli
cen	5
cênidi
centu	5
ceru
ceši
cešintu
cessi
cešši
cetu
cêyi
cêyintu
cêzi
cêziĩ
cezir
cezum
ci
cî	25
cicapti
cîcil
cîcilci
cîcilcintu
cicili
cîcillir
cîcillum
cîcilti
cidir
cîdir
cige
cigi
cigiĩ
cigire
cîgiši
cii	30
cîi	8
ciidi	6
ciidu	10
ciinir
ciintir
ciintum
ciinum
ciirna
ciiru	10
ciiyi
ciiyintu
cîk
ciki	25
cilam
cilci
cilcintu
cillir
cillum
cilti
cinakti
cîncidi
cîndi
cînne
ciŋafu
ciŋal
ciŋgalci
ciŋgalcintu
ciŋgalti
cipci
cipcintu
cipti
ciraki
cirakintu
cirakti
ciraku
ciraŋir
ciraŋkir
ciraŋkum
ciraŋum
cirawu
cire	20
ciri
cirri
cîrri
cîrti
cîrtirom
ciru	4
cîru	4
cirum
cîrum
citii
citir
cîtir
citoŋole
citu	4
cîtu	4
citum
cîtum
cobu	5
côdi
cofu
côfuri
cogolob
côhuri
coki
cokintu
cokol
cokti
cokum
cokur
côlci
côlcintu
côllir
côllu
côllum
côltir
côltum
côlu
cônir
connu
conofor
côntir
côntum
cônudi
cônum
cônunum
cônunur
cônuyi
cônuyintu
coŋgol
coŋgora
coŋir
coŋum
côol
côolci
côolcintu
côolti
côoltum
côoltur
côolum
côolur
coom
coor
côori
copu	5
corci
corcintu
cordir
cordu	10
coromai
corrum
corti
cortir
cortum
coto
cou
coũ
côyi
côyintu
cozi
cozonum
cozu	5
cozudi
cozunur
cozuyi
cozuyintu
cûbbu
cubu
cûbulti
cûcaa
cûcuna
cucuu
cudugu
cugu
cûguno
cûgurom
cuguu
cûki
cûkintu
cukti
cûkti
cuku
cukui
cûkui	6
cukuintu
cûlikintu
cûluki
cûlukti
cûluŋir
cûmpum
cûmpur
cûmum
cûmur
cunci
cuncintu
cûncudi
cûncuyi
cûncuyintu
cunnir
cunnum
cunou
cunti
cuntir
cuntum
cunusi
cunusum
cunusur
cunusutum
cunusutur
cuŋadi
cuŋanir
cuŋanum
cuŋayi
cuŋayintu
cûŋir
cuŋum
curci
curcintu
curdir
cûro	8
cûrodi
cûrofu
cûroge
cûroma	8
cûronir
cûronum
cûrore
cûrou
cûroyi
cûroyintu
cûrru
currum
curti
curu
curuda
curugu
curuku	4
curuu	4
cuši
cušintu
cussi
cussu	15
custi
cutta
cuttadi
cuu
cûu	18
cûuno
cuwalti
cuwu
cuwu	10
cuzir
cuzum
daa	30
daage
daa-jakti
daal
daanu	5
daare
daassu
daazu	6
dabba	5
dabbadi
dabbanir
dabbantir
dabbantum
dabbanum
dabbayi
dabbayintu
dagi	8
dagir	8
dagu	8
dagu	9
dagum	8
daha	10
dahab
dahu	15
daĩ
daidi
dainir
dainum
daire
daiyi
daiyintu
dakir	8
daku	8
dakum	8
dalci
dalcintu
dalii
dallir
dallum
dalti
daltir
daltum
damaar
dammum
dammur
dampu
dampum
dampur
damu
danci
dancintu
daniya
dannir
dannum
dantal
danti
daŋai	5
daŋaidi
daŋka
daŋkadi
daŋkanir
daŋkanum
daŋkayi
daŋkayintu
dapci
dapcintu
dapti
daral
daraya	5
darci
darcintu
dardir
dari
darrab
darrapti
darrum
darti
dartir
dartum
dawa	5
dayif
Daza	40
dazaga	40
Dazagada	40
Dazagade	15
Dazi	15
dêberci
dêbercintu
dêberi
dêberti
dede
dêdi
dêdu	4
dêfi	4
dêfire
dêgiga
dêgil
dehiŋi	5
dêi	4
dekir
dekti 
deku	8
dekum
dele
deleb
deledi
dêli
dêlil
dêlinteye
demerke
deŋgi
dêŋkeli
dere	4
derege
dêri	5
dêrissi
dêrresa
dêrreši
dêrrešintu
dêrressi
dêrrezir
deru	6
dêši
dêšini
dêšiyã
di
dî	5
dîdiki
dîdikintu
dîdikti
dîdil
dîdiŋir
dîdiŋum
didir
didu
dîfi
dîfidir
dîfini
dîfinne
dîga	4
digantu	5
diganu	5
digasu
digedige
dîgeni
digeri
dîgi
digi	25
dîgidem
dîgifi
dîgii
digir
dîgirem	20
dîgirintu
dîgirintudu
digirti
digisa	25
dîgiši
digisu	5
digisutu	5
dîhi	15
dîhidir
dîhini
dîi	15
dîidir
dîiro
dîizir
dîk
dilasu
dilasutu
diledi
dîleli
dîlelima
dilem
dilemci
dilemcintu
dilemti
dilemtire
dilemum
dilenir
dilentu	5
dilenum
dileyi
dileyintu
dîli	15
dili	8
dilitu
diliyi
diman
dîmir	10
dîn	15
dîne	18
dîntu	5
dînu	5
dîpci
dîpcintu
dîpti
dirde	8
dîrdedu
dîrdeyi
direnci
direncintu
direni
dirennir
dirennum
direnti
direntir
direntum
dîreši
dîrešintu
dîressir
dîressum
dîrezir
dîrezum
diri	5
dîri	8
dîridi
dîridiridi
dîriĩ
diriji
dîrinir
dîrintir
dîrintum
dîrinum
diriŋal
dîriyi
dîriyintu
dîrŋel
dirri
dirtu	5
diru	5
dîšen
disii	5
dîšini
dîski	5
diššu
dîššu
dišu
dîšu
dizii	15
diziya	10
dobali
dôbbu	5
dôborti
dôdedi
dôdenir
dôdeyi
dôdeyintu
dofon	5
dogo
Dogorde
dogorom
dogu	15
dôgum
dôgumini
dohon
dohonne
doki
dokintu
dokon
dokti
doktire
doku
dôle
dôlum
dompu
domti
domtire
domu
dônca
doŋir
dôŋkorti
doŋol
doŋom
doŋum
dooge
doon	5
doona	8
door	5
dôorti
dopu
doriĩ	4
dorou	
dôru
dôruu
dou
dowa
dowadi
dowanir
dowayi
dowayintu
dowiĩ	18
dowo
dowor
dowu
dôwu	15
dôwu-cêima
dro	40
dû
du	50
dûbde
dûbu	10
dudaã
dûdou	8
dudu
dûdumme
dûdur
dudur	5
dûfo
dufuru
dufutu
duga
dûgodu
dugori
dugosu
dugosutu
dûgoyi
dugu
dûgu
dûguli	2
dûgulidi
dûguru
dugusa	8
dûguši
dûgušintu
duguske
dûgussi
dugusu
dûgutu
dûguzir
dûguzum
dûli	9
dûllom
dulu
duludi
dulunir
duluyi
duluyintu
dumoor
dumulu
dûmur	12
duna	15
dunasu
dûndun
dûnur
duŋgu	8
duŋku	10
dûŋodi
dûŋonir
dûŋontir
dûŋontum
dûŋonum
duŋosu
duŋosudu
dûŋoyi
dûŋoyintu
dûŋu	4
dûŋulu
dûpo	3
dûpti
duradi
duranir
durayi
durayintu
durde
durko
duro	8
durosu
durosutu
dûrou	10
durriyi
durriyintu
durro
durrudi
durrunir
durruntir
durruntum
durrunum
dûrtu	6
duru
dûru
duru	5
dûruduru
dûrum
dûrunir
dûruntir
dûruntum
dûrunum
duruši
durušintu
durussi
durusu	15
dûruyi
dûruyintu
duruzir
duruzum
dussu
dusu
dusutu
dûtu
dutu	5
dûtum
dutum	5
dûtur
dutur	5
duussu
duusu
duũsu
dûusu
duusutu
dûusutu
duuzu	4
duwa	20
dûwedu
dûwei
dûweki
duwi
dûwi	18
dûwulidi
dûyi
duzu
duzuu	15
eb	5
ebe	8
ebede	8
eberi	3
eberu	3
êbibi	3
edde	9
edder
êddin	8
edelen
êdi
êdiĩ
êdinci
êdincintu
êdinir
êdinne	5
êdinni
êdinnu	5
êdinti
êdintir
êdintum
êdinum
êdiŋge
êdiri
êdirti
eesu
efen
êfiri	10
Êfirik	10
ege	8
egede	5
Êgei
egentiri
egere
egesu
êgi
êgifi	5
êgili
êgille
êginci
êgincintu
êgini
êginnir
êginnum
êginti
êgir	6
êgiridi
êgirinir
êgirinum
êgiriyi
êgiriyintu
êgiši	8
êhidi
êhidindu
êhiri
êi
êĩ	12
ejeb	8
eke	15
ekede
eke-totokti
êkol	15
ele	5
elelem
êlif	5
êliga
êlii	5
êlini
êlli	4
emel
ênci
êniri
êŋgirti
êŋkirci
êŋkircintu
êŋkirdir
êŋkirrum
êŋkirti
êŋkirtir
êŋkirtum
êrcei
erde	5
êrdi	4
êre	4
ere	5
erege
êrei
erešen
erfe
êri	5
êridi
êrifi
êrii	4
êriĩ	4
eriĩ	6
êrini
êrinir
êriši	15
êrišidi
êrišinir	5
êrišinum
êrišiyi
êrišiyintu
êriwi
êriyi
êriyintu
êrkeli
êrkeni	4
erredi
errenir
errentir
errentum
errenum
êrrešil
erreyi
erreyintu
eše
eser
ešeren
êši
ešige	10
êširi
êšiši
êšiya
esker	15
êski	25
êti	4
êtik
êtir	6
ewe	6
êwi
êya
êyemi
eyen
eyeri
eyeri-lîfi
êyir	5
êzi	5
êzir
êzizir
ezze
Ezze
faara	3
fadai
fadala
fadi
fadir	5
fafarci
fafarcintu
fafardir
fafarrum
fagaradi
fagaranir
fagarantir
fagarantum
fagaranum
fagarayi
fagarayintu
fagidi
faginir
fagintir
fagintum
faginum
fagiyi
fagiyintu
fagura
faham	5
fahamci	6
fahamcintu
fahammum	6
fahammur	6
fahamti
fahamtire
faki
fakintu
fakti
fala
faladi
falanir
falanum
falayi
falayintu
falci
falcintu
falla
fallir
fallum
falti
faltir
faltum
fan
fanir
fantir
fantum
fanum
faŋam
faŋasu
faŋir
faŋum
farci
farcintu
fardir
farfanci
farfancintu
farfannir
farfannum
farfanti
farfar
farha
fari
farrum
farti
fartini
fartir
fartum
faru	5
farum	5
faši
fašigi
fašik	3
fašintu
fassi
fasti
fasurum
fati
fatir	5
fatiya
Fatiya	4
fatiyanir
fatiyantir
fatiyanum
fatiyatum
fatiyayi
fatiyayintu
fatu	5
fatum	5
fau
fayi	3
fayintu	3
fazir
faz-teheri
faz-tiri
fazum
fefe	3
fefedi
fêfeni	3
fel	5
feledi
fenji
ferci
fercintu
ferde	5
ferdir
ferege	6
fêri	8
fêrii
fêrin
ferrum
ferti
fêrtiri
fêserci
fêsercintu
fêserdir
fêseri
fêserrum
fêserti
fêsertir
fêsertum
feskama
fêti
fî	8
fici
ficintu
fidi
fîdir
fîfi
fîge
fîki
fîkintu
fikti
fîkti
filan
filci
filcintu
filefile
fileši
filešintu
filessi
filezir
filezum
fili
fîli
filidi
filime
fillir
fillum
filti
filtir
fiñal
fînci
fîncintu
fîni
finifini
fînini
finir
fînnir
fînnum
fînti
fintir
fintum
finum
fîŋir
fîŋum
fîrci
fîrcintu
fîrdir
fîre
firi
fîri
fîridi
fîrii
fîrinir
fîrinti
fîrinum
fîriši
fîriye
fîriyedi
firiyen
fîriyi
fîriyintu
Fîrouna
fîrrum
fîrti
fîrtir
fîrtum
fîru
fîrum
fišar
fišarti
fîši
fiski
fiskire
fiti
fîtina
fîtu
fiyi
fiyintu
fôdi	8
fôfoni
foforti
fôgusu
fôi
foki
fokintu
fokti
folofološi
fomci
fomcintu
fommum
fommur
fompum
fompur
fomti
fonci
foncintu
fonnir
fonnum
fonti
foŋir	5
foŋkir
foŋkum
fôŋul
foŋum	4
fora
foru
fôto	8
fou
fôu	9
fudaki
fudakintu
fudakti
fudaŋir
fudaŋkir
fudaŋkum
fudaŋum
fuddo
fudi
fûdi
fûdo
fudur
fûdur
fûfudi
fûfunir
fûfunum
fufurdin
fufurti
fufurtin
fufurtintu
fûfuyi
fûfuyintu
fuki
fûki
fukintu
fûkintu
fukti
fûkti
fuku
fukum
fukur
fukurci
fukurcintu
fukurti
fulaki
fulakintu
fulakti
fulaŋir
fûlofulonci
fuludi
fûlumti
fulunur
fuluši
fulušintu
fulussi
fuluyi
fuluyintu
fuluzir
fuluzum
fuñai	5
funir
fûnir
funtir
fûntir
funtum
fûntum
funum
fûnum
fuŋir
fûŋir
furadi
furadira
furaki
furakintu
furakti
furanir
furantir
furantum
furanum
furaŋir
furaŋum
Furas	8
furaši
furau
furayi
furayintu
furci
fûrci
furcintu
fûrcintu
furdir
fûrdir
Furgan
furmaši
fûro
fûrodi
furokti
furosa
furoši
furošintu
furossi
furozir
furrum
fûrrum
furti
fûrti
furtir
fûrtir
furtu
furtum
fûrtum
furu
fûru
furuci
furucintu
furuji
furujintu
furum
fûrum
fûrumci
fûrumcintu
fûrummum
fûrummur
fûrumti
furunci
fûruši
fûrušintu
fûrussi
fûruye
fûruzir
fûruzum
fušarti
fuši
fušintu
fussi
fussir
fussu
fussudu
fussudum
fussudur
fussum
fussur
fusu
fusuu
fûtu
fûtum
fûtur
fuu
fûuge	3
fuum
fuur
fuyi
fûyi
fûyinne
fuyintu
fûyintu
fuza
fuzadi
fuzanir
fuzantir
fuzantum
fuzanum
fuzayi
fuzayintu
fuzir
fuzum
fuzur
gaã
Gabon
gadde
gadderu	4
gadu
gagala	5
gagalci
gagalcintu
gagallir
gagallum
gagalti
gagaltir
gagaltum
gagar
gagara
gala	6
galabbe
galadi
galagala
galala
galanir
galantir
galantum
galanum
galapti
galau
galayi
galayintu
galci	5
galcintu
gali	20
gallir
gallum
galti
galu
gammum
gammur
gampum
gampur
gana
gaña
ganaga
ganai
ganci
gancintu
gani
ganišii	3
gannir
gannum
ganti
gaŋa	2
gaŋama
gaŋan	4
gaŋanci
gaŋancintu
gaŋanir
gaŋanne	5
gaŋanti
gaŋanum
gapci	5
gapcintu
gapti
Garaa
garab
garadde
garapti
garas
garat
garci	5
garcintu
gardir
gargaš
gargaša
garra
garraf
garras
garrum
garta
garti
gartir
gartu
gartum
garu
gassu
gasu
gasu	4
gasutu
gasututu
gatar
gatu
gawa
gawii
gawur
gayi	3
gaza
gazaz	4
gazu	4
gêbilci
gêbilcintu
gêbile	3
gêbillir
gêbilti
geci
gecintu
gee
geedi
geenir	5
geentir
geentum
geenum	4
gêerdin
gêerdintu
gêerntin
gêerntintu
gêerti
gêertin
gêertintu
gêertire
geesu
geesutu
geeyi	5
geeyintu	5
gêfi
gêfidi
gêge	8
gêgeri
gehenne
gêi
gêile	3
gêima
gêlepti
gêni	5
gênne
gentir
genu
genum
gêrdefi
gêrdil	4
gêremil
gêrgeli
gêri
gêrigere
gêrigereyi
getigenir
gewe
gêyirci
gêyircintu
gêyirdin
gêyirdir
gêyirntin
gêyirti
gêyirtin
gêyirtintu
gêyirum
gezedi
gezenir
gezenum
gezeyi
gezeyintu
gîbile	4
giddedi
giddedu
gideu
gîdir
gîfi
giggir
gigir
gîgirci
gîgircintu
gîgirti
gigirtu
giĩ
gîiši
gîkidi
gîkinir
gîkintir
gîkintum
gîkinum
gîkiyi
gîkiyintu
gileki
gilekintu
gilekti
gîleni
gileŋir
gileŋum
gîligilidi
gilli
gîmidi
gînci
gîncintu
gînei	6
gînesitu	5
gînesu	5
gîni
gini	8
ginna	30
ginne
gînnir
gînnum
gînti
gîntir
gîntu
gîntum
gînu
ginuu
gîŋkin
gir
gira	5
girade	5
girahan
girahi
girai
giraku
giraradi
giraranir
giraranum
girarayi
girarayintu
girare	5
girasi
giraši	3
girašintu
girassi
girasu
girau
girazir
girazum
girci
gîrci
gîrci	3
gircintu
gîrcintu
girdir
gîrdir
girdu	8
gire	8
girede	7
giregirekti
gireki
girekintu
gireku
gireŋir
gireŋkir
gireŋkum
gireŋum
giresu
giresutu
gireu
giri	8
gîri	9
gîrinti
gîrintu
gîrinu
gîrki	10
girri
girru
girrum
gîrrum
girsan
girsi	4
girside	3
girsu	5
gîrtedu
gîrteyi
girti
gîrti
girtir
gîrtir
girtu
girtum
gîrtum
giru
gîru
gîši	3
giskei	7
gissu	5
gisu	5
gitu
gîtu
gîyu	5
gîyuku	4
gîyunti
gîyuntu
gîyuntudu
go	5
godi
gôdu
gôdugodu
gôdum	4
gofogofo
gofogofodi
gôfu	3
gôfudi
gôfurci	4
gôfurcintu
gôfurdir	3
gôfurnum
gôfuro	8
gôfurti	4
gôfurtir
gôfurtum
gogo
gôgo
gogodi
gogosti
goki
gokintu
gokti
gôl
gôllu
gologolo
gôlommum
gôlommur
gôlopci
gôlopcintu
gôlopti
gôlun	2
gomar
gomo
gondo
goni	6
gonir	6
gonogonodi
gontir	5
gonto
gontum	3
gonum	5
gônun	5
goŋir
goŋum
gopu
gor	5
gorai
gordu
gore
goredi
gorenir
gorentir
gorentum
gorenum
goreyi
goreyintu
goro	5
goroŋkor
gororo
gortu
goru
gôru	6
gôrugoru
goši
gošintu
gossi
gosti
gowe
gowu
gôyi
goyi	4
goyintu	4
gozir
gozondo
gozum
gû	4
gubalki
gûdom
gûdugudu
gûdukti
gûdurci
gûdurcintu
gûdurnir
gûduro	7
gûgodi
gûgu	4
gûgul
gugurci
gugurcintu
gugurdir
gugurti
gûje	4
gûlei	3
guli
guloge
gûlumci
gûlumcintu
gûlummum
gûlummur
gûlupti
gûm
gûmmum
gûmmur
gumu
gumusu
gunasu
gûndu
gûntu
gûnugunu
gûnugunudi
gûŋa
gûŋu
gûpci
gûpcintu
gûpti
gûr
guraaru
guraatu
gûrci
gûrcintu
gûrdur
guredi
gûrei
gurenir
gurenum
gureyi
gureyintu
gûrguši
guri
gurna
gurnadi
gûro	3
gurosu
gurosu	4
gurosutu
gurosutu	4
gûrrudi
gûrrum
gurrundi
gûrsa	8
gurti
gûrti
gurtutu
guru	10
gûruguru
gûrukti
guruku
gûruku
guruku	8
gûrumul
gûruna
gurure
gûruru
guruu
guruwi
gûruwii
gûši
gusu
gusugusukti
gusur
gûtron
gûu
guur
gûur
gûurde
guuru
guutu
guwaĩ
guwurci
guwurcintu
guwurdir
guwurti
gûyedi
gûyodi
gûyonur
gûyoyi
gûyoyintu
haãwa
habussi
haca
hadai
hadi
hadin
hadirti
haga	3
hagadi
hagi
hagide
hagir
hagirci
hagircintu
hagirti
hagu
haila
haiwan
haji
hak
haki	5
hakintu	5
hakti
hal	6
halagan	3
halaka
halal	8
halalti
halaltir
halana
halas	7
halut
ham	2
hama
hamam
hamci
hamcintu
hammum
hammur
hampum
hampur
hamti
hanadi	4
hananir	5
hanantir	4
hanantum	4
hananum	5
hanayi	5
hanayintu	5
hanni
haŋir	5
haŋkir	5
haŋkum	5
haŋum	5
hapci
hapcintu
hapti
haradi
haraka	2
hardidi
hardinir	3
hardintir	2
hardintum	2
hardinum	3
hardirci
hardircintu
hardirdir
hardirrum
hardirtir
hardirtum
hardiye
hardiyi	3
hardiyintu	3
haršaci
haršad
hasab	5
hasammum
hasammur
hasampum
hasampur
hasanaba
hasapci
hasapcintu
hasapti	3
hasara
haši
hašidi
hašim
hašimti
hasti
hašumci
hašumcintu
hašummum
hašummur
hau
hawa
hawan
hawaši
hawašintu
hawassi
hawazir
hawazum
hayata	2
hayila	2
hayili	3
hayin	4
hayinci
hayincintu
hayinnir
hayinnum
hayinti
hazam
hedege
hedir
hehe
hêi	6
helene
hêlige	4
hêliki	6
hêlikintu
hêlikti
hêmiše
hêmize
her	8
herde	9
heri	5
hêridi
hêriyi
hêriyintu
hêrreti
hêrti
heru
heru	5
herum
hetir
hetu
hetum
hêyin
hî
hici	9
hidi
hidimbili
hidime
hikim
hikiman	3
hile
hilidi
hinei
hinnoo	10
hire
hirgi
hiri
hirimi
hiski
hize
hoda
hôdi	6
hodola
hôhoni
hôli
hôlolou	6
hololu
holowa
hôlumum
hôlumur
hôlupci
hôlupcintu
hôlupti
hôluwa
hômboni
hômora
hômorti
hôndulu
hônun	6
hoo	5
hôolu	5
hôomci
hôomcintu
hôomti
horci
horcintu
hordir
hôrsum
horti
hôruki
hôrukintu
hôrukti
hôruŋum
hôruŋur
hôsud	4
hôsum	5
hôsume
hôsunnir
hôsunnum
hôsur	3
hôsurci
hôsurcintu
hôsurti
hôsuru
hôyummum
hôyummur
hôyupci
hôyupcintu
hôyupti
hôyuwa
hubza	5
hûdi
hukti
hukum
hukuma	9
hukumci
hukumcintu
hukummum
hukummur
hukumpum
hukumpur
hukumti
hulanu
huma	20
humar
hun	15
hundu	15
hunjal	8
huntu	7
hur	7
huragu
Hurãs	12
hûruye	8
huski
huskide
hussi
husti
hûuge
huza
ibada	5
ibede	5
ibenci
ibencintu
ibennir
ibennum
ibeti	5
Îblis
iĩ	7
