aã
bôgu
bôhu
bojo
boko
bokti
boŋir
boŋum
boki
boŋkir
boŋkum
bokintu
bôli	6
bolo
bôlogi
bôlogu
bololo
bôloŋkoi
bôltu
bôltuboltu
bôlu
bombom
bômus
bônu
boŋgo
boŋo
bôri
bôridi
bôrinir
bôriyi
bôriyintu
borko
bôrku
bôrkudi
bôrnus
boro
bôru
bosarti
bosarci
bosarcintu
bosu
bošii
boti
bonnir
boci
bocintu
boto
bôtu
bôu
bozondo
brazi
bu	15
bûbudi
bûbunir
bûbunum
bûbuyi
bûbuntir
bûbuntum
bûbuyintu
bûburti
Bûdaa
budadi
budi	15
bûdi
bûnur
bûnum
bûyi
bûntur
bûntum
bûyintu
bûdi
budo
budu	20
bûdu
bûgi
bûgu
bûgudi	6
bugune
bûgur	4
bûguredi
bûguri
bûguro
bûguze
bûku
bulama
bûlei
bûlo
bûltaŋa
bûlur
bûlum
bûlci
bûltur
bûltum
bûlcintu
bûlti
bûlturum
bûlubulu
bulum
bûlum-baza
bûniye
bûniyo
bunuu
bura
buradi
buranir
buranum
burayi
burantir
burantum
burayintu
bûrjik
buromti
burommur
burommum
buromci
buromcintu
burru
bûrru
bursa	2
bursadi
bursanir
bursanum
bursayi
bursantir
bursantum
bursayintu
bursare
bursu	3
bûrti
bûrdir
bûrrum
bûrci
bûrcintu
bûrtir
bûrtum
bûrtu
buru	30
bûru
bûruburu
burudi
burunir
burunum
buruyi
buruyintu
bûruguu
buruwadi
buruwe	5
busar
bûssi
bûši
bûšintu
bûssire
bûsu
buši
bûtou
butu
ca-êzi
caana
cabalti
caballir
caballum
cabalci
cabalcintu
cacalti
cacapcine
cacapti
cacau
Cad	20
cafuna	7
cagapti
cagammur
cagammum
cagapci
cagampur
cagampum
cagapcintu
cagini
cagire
cahuna	4
cak
cakamti
cakidi
cakinir
cakinum
cakiyi
cakintir
cakintum
cakiyintu
cakti
caŋir	4
caŋum	5
caki	5
caŋkir
caŋkum
cakintu	4
calacalai
calai
calam
callapti
callamur
callamum
callapci
callapcintu
calti
callir
callum
calci
calcintu
canara
caŋai
capiri
capti
cammur
cammum
capci
campur
campum
capcintu
carti
casii
cau	4
caya
cayadi
cayanir
cayanum
cayayi
cayntir
cayantum
cayayintu
cêdi
cêyi
cêyintu
ceerni
cege
cegedi
cegenir
cegenum
cegeyi
cegeyintu
cêgeni
ceke
cekedi
cekenir
cekenum
cekeyi
cekentir
cekentum
cekeyintu
celedi
cêlli
cênidi
cessi
cezir
cezum
ceši
cešintu
cešši
cêzi
cêziĩ
ci
cî	25
cicapti
cîcil
cicili
cîcilti
cîcillir
cîcillum
cîcilci
cîcilcintu
cige
cigi
cigiĩ
cigire
cîgiši
jii	20
ncii	20
cii	30
jiki	20
nciki	20
ciki	25
cîi	8
ciidi	6
ciinir
ciinum
ciiyi
ciintir
ciintum
ciiyintu
ciidu	10
ciirna
ciiru	10
cîk
cilam
cilti
cillir
cillum
cilci
cilcintu
cinakti
cîncidi
cîndi
cînne
ciŋafu
ciŋal
ciŋgalti
ciŋgalci
ciŋgalcintu
cipti
cipci
cipcintu
cirakti
ciraŋir
ciraŋum
ciraki
ciraŋkir
ciraŋkum
cirakintu
cire	20
ciri
cirri
cîrri
cîrti
cîrtirom
citii
citoŋole
côdi
cônir
cônum
côyi
côntir
côntum
côyintu
cofu
côfuri
cogolob
côhuri
cokol
cokti
coŋir
coŋum
coki
cokintu
côllu
côlu
connu
conofor
cônudi
cônunur
cônunum
cônuyi
cônuyintu
coŋgol
coŋgora
côol
côolti
côolur
côolum
côolci
côoltur
côoltum
côolcintu
coor
côori
cordu	10
coromai
corti
cordir
corrum
corci
cortir
cortum
corcintu
coto
cou
coũ
cozi
cozu	5
cozudi
cozunur
cozonum
cozuyi
cozuyintu
cûbbu
cûbulti
cûcaa
cûcuna
cucuu
cudugu
cugu
cûguno
cûgurom
cuguu
cukti
cuŋum
cukui
cukuintu
cûkti
cûŋir
cûki
cûkintu
cûkui	6
cûlukti
cûluŋir
cûluki
cûlikintu
cûncudi
cûncuyi
cûncuyintu
cunou
cunti
cunnir
cunnum
cunci
cuntir
cuntum
cuncintu
cunusi
cunusur
cunusum
junusu
cunusutur
junusutu
cunusutum
cuŋadi
cuŋanir
cuŋanum
cuŋayi
cuŋayintu
cûro	8
cûrodi
cûronir
cûronum
cûroyi
cûroyintu
cûrofu
cûroge
cûroma	8
cûrore
cûrou
cûrru
curti
curdir
currum
curci
curcintu
curu
curuda
curugu
cussi
cussu	15
cuzir
cuzum
cuši
cušintu
custi
cutta
cuttadi
cuu
cûu	18
cûuno
cuwalti
cuwu	10
daa	30
daa-jakti
daage
daal
daare
dabba	5
dabbadi
dabbanir
dabbanum
dabbayi
dabbantir
dabbantum
dabbayintu
dagi	8
dagu	9
daha	10
dekir
dekum
deku	8
dahab
dahu	15
daĩ
daidi
dainir
dainum
daiyi
daiyintu
daire
dalii
dallum
dalti
dallir
dallum
dalci
daltir
daltum
dalcintu
damaar
daniya
dantal
danti
dannir
dannum
danci
dancintu
daŋai	5
daŋaidi
daŋka
daŋkadi
daŋkanir
daŋkanum
daŋkayi
daŋkayintu
dapti
dammur
dammum
dapci
dampur
dampum
dapcintu
daral
daraya	5
dari
darrab
darrapti
darti
dardir
darrum
darci
dartir
dartum
darcintu
dawa	5
dayif
Daza	40
dazaga	40
Dazagada	40
Dazagade	15
Dazi	15
dêberi
dêberti
dêberci
dêbercintu
dede
dêdi
dêfi	4
dêfire
dêgiga
dêgil
dehiŋi	5
dekti 
dele
deleb
deledi
dêli
dêlil
dêlinteye
demerke
deŋgi
dêŋkeli
dere	4
derege
dêri	5
dêrissi
dîrezir
dîrezum
dîreši
dîressir
dîressum
dîrešintu
dêrresa
dêrressi
dêrrezir
dêrreši
dêrrešintu
dêši
dêšini
dêšiyã
di
dî	5
dîdikti
dîdiŋir
dîdiŋum
dîdiki
dîdikintu
dîdil
didir
didu
dîfi
dîfidir
dîfini
dîfinne
dîga	4
digasu
digedige
dîgeni
digeri
digi	25
dîgi
dîgidem
dîgifi
dîgii
digir
dîgirem	20
digirti
digisa	25
dîgiši
dîhi	15
dîhidir
dîhini
dîi	15
dîidir
dîiro
dîizir
dîk
diledi
dilenir
dilenum
dileyi
dileyintu
dîleli
dîlelima
dilem
dilemti
dilemum
dilemci
dilemcintu
dilemtire
dili	8
dîli	15
diman
dîmir	10
dîn	15
dîne	18
dîpti
dîpci
dîpcintu
dirde	8
direni
direnti
dirennir
dirennum
direnci
direntir
direntum
direncintu
diri	5
dîri	8
dîridi
dîrinir
dîrinum
dîriyi
dîrintir
dîrintum
dîriyintu
dîridiridi
dîriĩ
diriji
diriŋal
dîrŋel
dirri
disii	5
dîski	5
dîšen
dîšini
dizii	15
diziya	10
dobali
dôbbu	5
dôborti
dôdedi
dôdenir
dôdeyi
dôdeyintu
dofon	5
dogo
Dogorde
dogorom
dogu	15
dôgum
dôgumini
dohon
dohonne
dokon
dokti
doŋir
doŋum
doki
dokintu
doktire
dôle
dôlum
domti
domtire
dônca
dôŋkorti
doŋol
doŋom
dooge
doon	5
doona	8
door	5
dôorti
doriĩ	4
dorou	
dôru
dôruu
dowa
dowadi
dowanir
dowayi
dowayintu
dowiĩ	18
dowo
dowor
dôwu	15
dôwu-cêima
dro	40
du	50
dû
dûbde
dûbu	10
dudaã
dûdou	8
dudu
dûdumme
dûdur
dûfo
duga
dugori
dugu
dûgu
dûguli	2
dûgulidi
dugusa	8
duguske
dûgussi
dûguzir
dûguzum
dûguši
dûgušintu
dugusu
dûli	9
dûllom
dulu
duludi
dulunir
duluyi
duluyintu
dumoor
dumulu
dûmur	12
duna	15
dûndun
dûnur
duŋgu	8
duŋku	10
dûŋodi
dûŋonir
dûŋonum
dûŋoyi
dûŋontir
dûŋontum
dûŋoyintu
dûŋu	4
dûŋontir
dûŋontum
dûŋulu
dûpo	3
dûpti
duradi
duranir
durayi
durayintu
durde
durko
duro	8
dûrou	10
durro
durrudi
durrunir
durrunum
durriyi
durruntir
durruntum
durriyintu
duru
dûru
dûrunir
dûrunum
dûruyi
dûruntir
dûruntum
dûruyintu
dûruduru
durussi
duruzir
duruzum
duruši
durušintu
durusu	15
duũsu
duwa	20
duwi
dûwi	18
dûwulidi
dûyi
duzuu	15
eb	5
ebe	8
ebede	8
eberi	3
eberu	3
êbibi	3
edde	9
edder
êddin	8
edelen
êdi
êdiĩ
êdinne	5
êdinni
êdinnu	5
êdinti
êdinir
êdinum
êdinci
êdintir
êdintum
êdincintu
êdiŋge
êdiri
êdirti
eesu
efen
êfiri	10
Êfirik	10
ege	8
egede	5
Êgei
egentiri
egere
egesu
êgi
êgifi	5
êgili
êgille
êgini
êginti
êginnir
êginnum
êginci
êgincintu
êgir	6
êgiridi
êgirinir
êgirinum
êgiriyi
êgiriyintu
êgiši	8
êhidi
êhidindu
êhiri
êi
êĩ	12
ejeb	8
eke	15
eke-totokti
ekede
êkol	15
ele	5
elelem
êlif	5
êliga
êlii	5
êlini
êlli	4
emel
ênci
êniri
êŋgirti
êŋkirti
êŋkirdir
êŋkirrum
êŋkirci
êŋkirtir
êŋkirtum
êŋkircintu
êrcei
erde	5
êrdi	4
ere	5
êre	4
erege
êrei
erešen
erfe
êri	5
êridi
êrinir
êriyi
êriyintu
êrifi
eriĩ	6
êrii	4
êriĩ	4
êrini
êriši	15
êrišidi
êrišinir	5
êrišinum
êrišiyi
êrišiyintu
êriwi
êrkeli
êrkeni	4
erredi
errenir
errenum
erreyi
errentir
errentum
erreyintu
êrrešil
eser
esker	15
êski	25
eše
ešeren
êši
ešige	10
êširi
êšiši
êšiya
êti	4
êtik
êtir	6
ewe	6
êwi
êya
êyemi
eyen
eyeri
eyeri-lîfi
êyir	5
êzi	5
êzir
êzizir
ezze
Ezze
faara	3
fadai
fadala
fadi
fanir
fanum
fayi	3
fantir
fantum
fayintu	3
fafardir
fafarrum
fafarci
fafarcintu
fagaradi
fagaranir
fagaranum
fagarayi
fagarantir
fagarantum
fagarayintu
fagidi
faginir
faginum
fagiyi
fagintir
fagintum
fagiyintu
fagura
faham	5
fahamti
fahammur	6
fahammum	6
fahamci	6
fahamcintu
fahamtire
fakti
faŋir
faŋum
faki
fakintu
fala
faladi
falanir
falanum
falayi
falayintu
falla
fallir
fallum
falci
faltir
faltum
falcintu
falti
fan
faŋam
faŋasu
farfanti
farfannir
farfannum
farfanci
farfancintu
farfar
farha
fari
fardir
farrum
farci
fartir
fartum
farcintu
farti
fartini
fassi
fazir
fazum
faši
fašintu
fasti
fasurum
fašigi
fašik	3
fati
fatiya
fatiyanir
fatiyanum
fatiyayi
fatiyantir
fatiyatum
fatiyayintu
Fatiya	4
fau
faz-teheri
faz-tiri
fefe	3
fefedi
fêfeni	3
fel	5
feledi
fenji
ferde	5
ferege	6
fêri	8
fêrii
fêrin
ferti
ferdir
ferrum
ferci
fercintu
fêrtiri
fêseri
fêserti
fêserdir
fêserrum
fêserci
fêsertir
fêsertum
fêsercintu
feskama
fêti
fî	8
fidi
finir
finum
fiyi
fintir
fintum
fiyintu
fîfi
fîge
fikti
fîkti
fîŋir
fîŋum
fîki
fîkintu
filan
filan
filefile
filessi
filezir
filezum
fileši
filešintu
fili
fîli
filidi
filime
filti
fillir
fillum
filci
filtir
filcintu
fîni
fîni
finifini
fînini
fînti
fînnir
fînnum
fînci
fîncintu
fiñal
fîre
firi
fîri
fîridi
fîrinir
fîrinum
fîriyi
fîriyintu
fîrii
fîrinti
fîriši
fîriye
fîriyedi
firiyen
Fîrouna
fîrti
fîrdir
fîrrum
fîrci
fîrtir
fîrtum
fîrcintu
fiski
fiskire
fišar
fišarti
fîši
fiti
fici
ficintu
fîtina
fôdi	8
fôfoni
foforti
fôgusu
fôi
fokti
foŋir	5
foŋum	4
foki
foŋkir
foŋkum
fokintu
folofološi
fomti
fommur
fommum
fomci
fompur
fompum
fomcintu
fonti
fonnir
fonnum
fonci
foncintu
fôŋul
fora
foru
fôto	8
fou
fôu	9
fudakti
fudaŋir
fudaŋum
fudaki
fudaŋkir
fudaŋkum
fudakintu
fuddo
fudi
funir
funum
fuyi
funtir
funtum
fuyintu
fûdi
fûnir
fûnum
fûyi
fûntir
fûntum
fûyintu
fûdo
fudur
fûfudi
fûfunir
fûfunum
fûfuyi
fûfuyintu
fufurti
fufurdin
fufurtin
fufurtintu
fukti
fuŋir
fuki
fukintu
fûkti
fûŋir
fûki
fûkintu
fukur
fukurti
fukurci
fukurcintu
fulakti
fulaŋir
fulaki
fulakintu
fûlofulonci
fuludi
fulunur
fuluyi
fuluyintu
fûlumti
fulussi
fuluzir
fuluši
fuluzum
fulušintu
fuñai	5
furadi
furanir
furanum
furayi
furantir
furantum
furayintu
furadira
furakti
furaŋir
furaŋum
furaki
furakintu
Furas	8
furaši
furau
furci
Furgan
furmaši
fûro
fûrodi
furokti
furosa
furossi
furozir
furoši
furošintu
furti
furdir
furrum
furci
furcintu
fûrti
fûrdir
fûrrum
fûrci
fûrtir
fûrtum
fûrcintu
furu
fûru
furuci
furuji
furunci
furuci
furujintu
furucintu
fûrumti
fûrummur
fûrummum
fûrumci
fûrumcintu
fûrussi
fûruzir
fûruzum
fûruši
fûrušintu
fûruye
fussi
fussur
fussum
fussu
fussudur
fussudum
fussudu
fuzir
fuzum
fuši
fussir
fussum
fušintu
fussi
fuzur
fuzum
fuši
fussur
fussum
fušintu
fusu
fusuu
fušarti
fuši
fuu
fûuge	3
fûyinne
fuza
fuzadi
fuzanir
fuzanum
fuzayi
fuzayintu
fuzadi
fuzanir
fuzanum
fuzayi
fuzantir
fuzantum
fuzayintu
gaã
Gabon
gadde
gadderu	4
gagala	5
gagalti
gagallir
gagallum
gagalci
gagaltir
gagaltum
gagalcintu
gagar
gagara
gala	6
galabbe
galadi
galanir
galanum
galayi
galantir
galantum
galayintu
galagala
galala
galapti
galau
gali	20
galti
gallir
gallum
galci	5
galcintu
galu
gana
ganaga
ganai
gani
ganišii	3
ganti
gannir
gannum
ganci
gancintu
gaŋa	2
gaŋama
gaŋan	4
gaŋanne	5
gaŋanti
gaŋanir
gaŋanum
gaŋanci
gaŋancintu
gaña
gapti
gammur
gammum
gapci	5
gampur
gampum
gapcintu
Garaa
garab
garadde
garapti
garas
garat
gargaš
gargaša
garra
garraf
garras
garta
garti
gardir
garrum
garci	5
gartir
gartum
garcintu
gatar
gawa
gawii
gawur
gayi	3
gaza
gazaz	4
gêbile	3
gêbilti
gêbillir
gêbilci
gêbilcintu
gee
geedi
geenir	5
geenum	4
geeyi	5
geentir
geentum
geeyintu	5
gêerti
gêerdin
gêerntin
gêertin
gêerdintu
gêerntintu
gêertintu
gêerti
gêertire
gêfi
gêfidi
gêge	8
gêgeri
gehenne
gêi
gêile	3
gêima
gêlepti
gêni	5
gênne
genu
gêrdefi
gêrdil	4
gêremil
gêrgeli
gêri
gêrigere
gêrigereyi
getigenir
genum
geci
gentir
gecintu
gewe
gêyirti
gêyirdir
gêyirum
gêyirci
gêyircintu
gêyirti
gêyirdin
gêyirntin
gêyirtin
gêyirtintu
gezedi
gezenir
gezenum
gezeyi
gezeyintu
gîbile	4
giddedi
giddedu
gideu
gîdir
gîfi
giggir
gîgirti
gîgirci
gîgircintu
giĩ
gîiši
gîkidi
gîkinir
gîkinum
gîkiyi
gîkintir
gîkintum
gîkiyintu
gilekti
gileŋir
gileŋum
gileki
gilekintu
gîleni
gîligilidi
gilli
gîmidi
gînei	6
gini	8
gîni
ginna	30
ginne
gînti
gînnir
gînnum
gînci
gîntir
gîntum
gîncintu
ginuu
gîŋkin
gir
gira	5
girade	5
girahan
girahi
girai
giraradi
giraranir
giraranum
girarayi
girarayintu
girare	5
girasi
girassi
girazir
girazum
giraši	3
girašintu
girasu
gîrci
gire	8
girede	7
giregirekti
gireŋir
gireŋum
gireki
gireŋkir
gireŋkum
girekintu
gîri	9
gîrinti
gîrki	10
girri
girru
girsan
girsi	4
girside	3
girsu	5
girti
girdir
girrum
girci
girtir
girtum
gircintu
gîrti
gîrdir
gîrrum
gîrci	3
gîrtir
gîrtum
gîrcintu
giskei	7
gîši	3
gîyunti
gîyuntu
gîyuntudu
go	5
godi
gonir	6
gonum	5
goyi	4
gontir	5
gontum	3
goyintu	4
gôdu
gôdugodu
gôdum	4
gofogofo
gofogofodi
gôfu	3
gôfudi
gôfuro	8
gôfurti	4
gôfurdir	3
gôfurnum
gôfurci	4
gôfurtir
gôfurtum
gôfurcintu
gogo
gôgo
gogodi
gogosti
gokti
goŋir
goŋum
goki
gokintu
gôl
gôllu
gologolo
gôlopti
gôlommur
gôlommum
gôlopci
gôlopcintu
gôlun	2
gomar
gomo
gondo
goni	6
gonogonodi
gonto
gônun	5
gor	5
gorai
gordu
gore
goredi
gorenir
gorenum
goreyi
gorentir
gorentum
goreyintu
goro	5
goroŋkor
gororo
gôru	6
gôrugoru
gossi
gosti
gozir
gozum
goši
gošintu
gowe
gozondo
gû	4
gubalki
gûdom
gûdugudu
gûdukti
gûduro	7
gûdurnir
gûdurci
gûdurcintu
gûgodi
gûgu	4
gûgul
gugurti
gugurdir
gugurci
gugurcintu
gûje	4
gûlei	3
guli
guloge
gûlupti
gûlummur
gûlummum
gûlumci
gûlumcintu
gûm
gumu
gumusu
gunasu
gûndu
gûntu
gûnugunu
gûnugunudi
gûŋa
gûŋu
gûpti
gûmmur
gûmmum
gûpci
gûpcintu
gûpti
gûmmur
gûmmum
gûpci
gûpcintu
gûr
guredi
gurenir
gurenum
gureyintu
gureyi
gûrei
gûrguši
guri
gurna
gurnadi
gûro	3
gûrrudi
gurrundi
gûrsa	8
gurti
gûrti
gûrdur
gûrrum
gûrci
gûrcintu
guru	10
gûruguru
gûrukti
guruku	8
gûrumul
gûruna
gurure
guruwi
gûruwii
gusu
gusugusukti
gusur
gûši
gûtron
gûu
guur
gûur
gûurde
guwaĩ
guwurti
guwurdir
guwurci
guwurcintu
gûyedi
gûyodi
gûyonur
gûyoyi
gûyoyintu
haãwa
habussi
haca
hadai
hadi
hadin
hadirti
hardirdir
hardirrum
hardirci
hardirtir
hardirtum
hardircintu
haga	3
hagadi
hagi
hagide
hagir
hagirti
hagirci
hagircintu
hagu
haila
haiwan
aĩzan
haji
hak
hakti
haŋir	5
haŋum	5
haki	5
haŋkir	5
haŋkum	5
hakintu	5
hal	6
halagan	3
halaka
halal	8
halalti
halaltir
halana
halas	7
halut
ham	2
hama
hamam
hamti
hammur
hammum
hamci
hampur
hampum
hamcintu
hanadi	4
hananir	5
hananum	5
hanayi	5
hanantir	4
hanantum	4
hanayintu	5
hanni
hapti
hammur
hammum
hapci
hampur
hampum
hapcintu
haradi
haraka	2
hardidi
hardinir	3
hardinum	3
hardiyi	3
hardintir	2
hardintum	2
hardiyintu	3
hardiye
haršad
haršaci
hasab	5
hasanaba
hasapti	3
hasammur
hasammum
hasapci
hasampur
hasampum
hasapcintu
hasara
hasti
haši
hašidi
hašim
hašimti
hašummur
hašummum
hašumci
hašumcintu
hau
hawa
hawan
hawassi
hawazir
hawazum
hawaši
hawašintu
hayata	2
hayila	2
hayili	3
hayin	4
hayinti
hayinnir
hayinnum
hayinci
hayincintu
hazam
hedege
hehe
hêi	6
helene
hêlige	4
hêlikti
hêliki	6
hêlikintu
hêmiše
hêmize
her	8
herde	9
heri	5
hêridi
hêriyi
hêriyintu
hêrreti
hêrti
heru	5
hêyin
hî
hici	9
hidi
hidimbili
hidime
hikim
hikiman	3
hile
hilidi
hinei
hinnoo	10
hire
hirgi
hiri
hirimi
hiski
hize
hoda
hôdi	6
hodola
hôhoni
hôli
hôlolou	6
hololu
holowa
hôlupti
hôlumur
hôlumum
hôlupci
hôlupcintu
hôluwa
hômboni
hômora
hômorti
hôndulu
hônun	6
hoo	5
hôolu	5
hôomti
hôomci
hôomcintu
hôrsum
horti
hordir
horci
horcintu
hôrukti
hôruŋur
hôruŋum
hôruki
hôrukintu
hôsud	4
hôsum	5
hôsume
hôsur	3
hôsurti
hôsunnir
hôsunnum
hôsurci
hôsurcintu
hôsuru
hôyupti
hôyummur
hôyummum
hôyupci
hôyupcintu
hôyuwa
hubza	5
hûdi
hukti
hukum
hukuma	9
hukumti
hukummur
hukummum
hukumcintu
hukumpur
hukumpum
hukumci
hulanu
huma	20
humar
hun	15
hundu	15
hunjal	8
huntu	7
hur	7
huragu
Hurãs	12
hûruye	8
huski
huskide
hussi
husti
hûuge
huza
ibada	5
ibede	5
ibeti	5
ibennir
ibennum
ibenci
ibencintu
Îblis
iĩ	7
ilim	5
ilimme	5
ille
illi	5
ima	4
îman	8
îmanne	8
imbi	10
îmbi
impi	9
inda	35
ini	40
injil
Injil
înni	30
inta	30
intaa
iŋa	10
iŋaĩ	7
iña	9
îrcii
irri	10
îs	3
isab	6
isapti
iše
išedi
išenir
išenum
išeyi
išentir
išentum
išeyintu
îyi	12
îyu
ize	9
izi	9
izin	5
jaakti
jaaŋir
jaaŋum
jaaki
jaaŋkir
jaaŋkum
jaakiyintu
jaati
jaatu
jadi
jadilan
jafu
jagabti
jahal	3
jaham
jahanama	4
jaharti
jais
jajaga
jakololou
jakti
jaŋir	4
jaŋum	3
jaki	4
jaŋkir
jaŋkum
jakintu	4
jaktire	5
jalaladi
jalalanir
jalalanum
jalalayi
jalalayintu
jalti
jallir
jallum
jalci
jalcintu
jamaa	4
jamadi
jamanir
jamanum
jamayi
jamayintu
jamama
Jamena	8
jamus
jana	9
janna	10
japti
jammur
jammum
japci
japcintu
jaraba	6
jarapti	5
jarammur
jarammum
jarapci
jarapcintu
jaras
jarda
Jari
jasar
jede
jeedi
jejega
jêkedi
jêkenir
jêkeyi
jêkeyintu
jêlebiye	5
jelkan
jene
jênii
jenne
jêrdel
jêrdi
jêrjel
jerkan
jesu	4
ji	6
jidaĩ
jîgi	5
jigire	3
jîgiti
jîginir
jîgici
jîgicintu
jiji
jîk
jîki
jîkidi
jîkinir
jîkiyi
jîkiyintu
jîkira
jîkirti
jîkirdir
jîkirci
jîkircintu
jîkti
jîŋir
jîki
jîkyintu
jîkti
jîŋir
jîki
jîkyintu
jilannu
jili	10
jîli
jilisa
jilkannu	15
jîmide
jînni	5
jipti
jimmur
jimmum
jipci
jipcintu
jiradi
jiranir
jiranum
jirayi
jirayintu
jire	15
jire-ndaani
jire-taani
jirere	15
jîrgisi
jiri
jîrti
jîrdir
jîrrum
jîrci
jîrcintu
jôgolun
jogu	4
jôgumti
jogur
jôji
jojokti
jôjolo
jôkuri
joljolti
jollo
jôlluwo
jololi
jôŋku
